user_id,tenure_months,active_days_30d,sessions_30d,family_members,features_used,support_tickets_90d,price_tier,months_since_last_active,autopay,prior_offers,acquisition_channel,mrr,annual_value
5526,17.1,6,21,3,1,0,0,1.27,0,0,organic,8.14,97.68
5538,38.4,2,11,3,5,1,0,0.57,0,1,paid_search,9.08,108.96
5540,9.5,7,20,1,6,0,0,0.98,0,1,paid_search,8.01,96.12
5546,32.7,4,6,3,6,0,0,1.08,0,0,referral,9.07,108.84
5565,13.2,5,3,1,8,0,0,1.59,1,0,paid_search,7.5,90.0
5567,9.7,0,0,5,8,0,0,4.33,1,0,referral,8.18,98.16
5571,9.9,4,10,6,2,1,0,2.01,1,0,referral,10.08,120.96
5575,22.6,6,13,3,6,1,1,0.11,1,1,paid_search,15.01,180.12
5581,8.5,6,30,5,2,1,1,0.83,1,0,referral,15.29,183.48
5584,22.7,1,2,1,7,2,0,1.3,1,1,organic,8.06,96.72
5592,15.0,2,6,6,2,1,0,2.97,0,0,paid_search,8.77,105.24
5595,34.0,7,36,3,7,0,1,0.15,1,0,organic,12.91,154.92
5598,16.3,1,3,5,8,0,2,1.16,1,0,referral,22.16,265.92
5602,21.6,7,25,2,7,0,1,3.32,0,0,paid_search,12.83,153.96
5604,3.2,1,1,2,1,1,1,2.5,1,1,paid_search,14.64,175.68
5608,17.0,1,6,1,5,0,0,2.73,1,0,organic,7.2,86.4
5620,30.3,1,1,2,4,0,1,1.75,1,0,organic,13.65,163.8
5626,46.2,2,1,2,6,0,1,2.11,0,1,paid_search,12.64,151.68
5629,9.0,0,4,6,2,1,1,4.15,0,1,organic,14.9,178.8
5639,35.3,2,3,1,2,0,0,4.82,1,0,paid_search,8.19,98.28
5649,12.6,6,15,1,3,0,1,3.29,1,1,organic,12.15,145.8
5658,6.4,3,6,5,5,1,0,1.44,1,0,app_store,8.92,107.04
5659,12.9,3,6,5,1,0,0,0.95,0,0,paid_search,8.16,97.92
5661,16.6,1,3,4,2,0,1,2.08,1,1,paid_search,13.68,164.16
5670,21.6,2,6,4,6,0,1,1.44,1,0,paid_search,15.31,183.72
5672,28.6,3,5,2,5,0,0,1.12,0,1,organic,8.7,104.4
5682,25.2,4,6,3,4,0,2,1.75,0,2,organic,19.66,235.92
5686,12.2,1,1,6,1,0,0,5.92,1,0,organic,10.03,120.36
5703,23.5,2,16,3,3,1,0,2.74,1,0,organic,8.82,105.84
5709,13.4,1,1,2,2,1,0,7.22,1,1,referral,8.39,100.68
5713,18.6,4,7,5,5,2,0,1.42,0,0,paid_search,9.02,108.24
5715,5.5,6,15,4,7,1,1,0.32,1,1,app_store,12.77,153.24
5721,36.4,6,9,2,7,1,0,0.79,1,0,paid_search,7.6,91.2
5724,11.4,4,12,6,3,1,0,3.71,0,0,paid_search,9.7,116.4
5730,7.0,3,11,2,7,0,0,0.19,1,1,paid_search,7.67,92.04
5734,23.8,0,4,6,4,0,0,0.54,1,1,referral,8.77,105.24
5735,10.7,6,17,2,5,0,1,0.24,0,1,paid_search,14.66,175.92
5736,42.9,4,9,5,3,0,0,3.12,0,0,referral,8.4,100.8
5737,13.7,7,19,2,3,1,1,1.83,1,1,paid_search,13.94,167.28
5740,20.3,4,12,4,5,0,0,0.66,1,0,organic,7.88,94.56
5744,49.5,2,15,3,7,0,1,0.42,0,2,referral,14.26,171.12
5749,2.7,4,12,6,8,0,2,1.35,1,0,organic,22.13,265.56
5750,4.4,0,1,3,1,0,0,4.36,1,1,paid_search,9.05,108.6
5755,30.5,3,8,2,6,0,0,2.54,1,1,organic,8.79,105.48
5757,36.6,3,8,3,8,2,0,1.49,0,0,paid_search,8.22,98.64
5758,23.5,5,24,6,8,1,2,3.86,1,1,app_store,21.14,253.68
5759,9.5,3,7,1,6,2,2,0.57,0,2,organic,19.22,230.64
5766,27.8,6,15,1,3,0,0,2.54,1,1,organic,8.76,105.12
5769,2.1,1,8,2,7,1,0,9.12,1,0,referral,8.1,97.2
5771,15.0,1,1,4,5,0,0,5.26,0,1,organic,9.33,111.96
5774,29.8,1,0,3,2,0,0,5.25,1,0,referral,8.73,104.76
5794,9.1,3,14,2,7,0,1,5.17,1,0,paid_search,12.77,153.24
5797,11.5,6,17,2,2,0,1,2.89,1,0,organic,12.76,153.12
5798,6.1,3,10,3,5,0,2,0.89,1,1,referral,19.43,233.16
5802,5.5,5,13,4,5,2,1,2.14,1,1,referral,15.07,180.84
5808,15.0,2,8,6,3,0,1,3.53,1,0,referral,15.96,191.52
5813,23.9,5,10,2,4,0,0,2.73,1,0,organic,8.89,106.68
5820,15.9,3,12,1,2,1,1,0.91,1,0,organic,13.78,165.36
5827,8.5,2,2,5,6,1,0,4.11,0,1,organic,8.53,102.36
5834,11.9,3,6,1,2,0,2,2.79,1,0,referral,21.58,258.96
5836,5.8,3,2,2,6,0,0,0.23,1,3,paid_search,8.17,98.04
5839,7.0,4,12,6,1,1,0,3.75,1,0,organic,9.99,119.88
5844,12.7,2,2,6,3,0,0,4.83,0,1,referral,8.89,106.68
5846,29.7,7,13,1,8,0,1,4.22,1,0,paid_search,12.44,149.28
5849,4.0,5,13,6,2,0,0,4.87,1,0,paid_search,10.1,121.2
5855,9.1,5,9,6,6,0,1,1.73,0,1,paid_search,15.39,184.68
5867,8.2,6,25,4,7,0,0,1.42,1,0,organic,9.36,112.32
5868,12.3,7,9,5,3,0,0,0.32,0,0,organic,9.19,110.28
5870,28.6,4,10,2,7,0,0,1.97,0,0,referral,8.51,102.12
5874,1.0,0,0,3,6,0,1,1.41,1,0,paid_search,13.82,165.84
5892,38.4,3,1,1,2,2,1,0.73,1,0,organic,11.76,141.12
5893,28.0,2,7,6,7,1,1,0.58,0,0,referral,13.73,164.76
5894,38.7,5,11,3,8,0,0,1.04,1,0,organic,8.01,96.12
5895,3.9,1,0,1,6,0,1,1.04,1,0,referral,14.28,171.36
5904,9.6,5,15,5,1,0,0,0.78,1,2,paid_search,9.15,109.8
5907,29.7,4,10,4,4,0,0,1.79,0,0,paid_search,9.27,111.24
5913,12.7,2,10,4,2,0,0,0.4,1,0,paid_search,8.21,98.52
5915,6.8,4,5,1,3,0,0,2.06,1,1,paid_search,8.06,96.72
5923,22.0,2,8,3,4,0,0,2.43,1,1,paid_search,7.95,95.4
5932,17.9,0,1,4,1,2,0,2.12,0,0,organic,9.52,114.24
5934,36.6,2,8,5,4,0,0,3.61,0,0,paid_search,8.07,96.84
5940,4.5,6,11,6,3,2,2,5.95,0,0,paid_search,23.98,287.76
5942,9.8,3,5,5,1,0,0,3.83,0,1,paid_search,9.61,115.32
5951,4.1,5,9,4,3,0,1,3.89,0,3,paid_search,13.69,164.28
5954,47.8,4,19,6,1,0,1,4.49,1,0,organic,15.43,185.16
5960,62.3,4,28,5,6,0,1,0.84,1,0,referral,14.35,172.2
5969,5.1,5,16,3,4,1,0,0.13,1,0,app_store,8.19,98.28
5970,11.7,3,3,2,3,1,1,5.21,1,0,paid_search,12.08,144.96
5971,4.4,4,17,4,8,2,1,0.61,0,0,organic,15.28,183.36
5972,32.9,2,5,4,3,1,0,1.68,0,1,referral,9.44,113.28
5975,25.2,0,9,6,6,0,0,0.99,1,0,referral,9.74,116.88
5976,26.7,1,6,6,3,0,0,4.59,1,0,organic,9.03,108.36
5978,11.5,5,23,2,6,0,0,2.61,1,1,organic,7.81,93.72
5981,1.9,2,9,4,3,0,0,1.78,0,0,paid_search,8.36,100.32
5992,12.8,0,0,1,2,0,0,0.45,1,0,referral,7.92,95.04
6005,5.2,5,9,1,1,1,1,2.29,1,0,referral,13.6,163.2
6023,12.9,6,20,1,8,0,1,0.68,1,2,organic,12.46,149.52
6030,3.1,0,1,4,8,1,1,1.22,1,0,paid_search,13.63,163.56
6037,11.0,7,19,6,7,0,1,0.2,0,0,organic,16.08,192.96
6047,21.0,2,3,2,2,0,0,5.76,1,2,organic,8.74,104.88
6050,22.5,0,1,5,6,0,0,2.98,0,2,paid_search,8.76,105.12
6055,12.9,5,14,4,5,0,0,1.88,1,1,organic,8.97,107.64
6060,20.8,1,5,6,4,0,0,1.64,0,0,referral,9.06,108.72
6063,18.6,6,26,5,2,0,1,2.12,1,0,organic,15.04,180.48
6064,18.9,4,12,3,2,0,1,3.79,1,1,referral,13.37,160.44
6070,24.9,4,10,3,3,0,0,2.58,1,2,app_store,9.29,111.48
6083,14.2,0,1,3,5,0,0,1.48,1,2,organic,7.66,91.92
6087,17.1,5,21,1,6,0,1,0.65,1,0,organic,13.19,158.28
6094,15.2,2,7,4,4,0,0,3.32,1,0,referral,8.17,98.04
6095,9.8,0,7,6,5,1,0,0.35,0,1,paid_search,8.29,99.48
6101,7.1,3,11,6,5,1,1,2.28,1,1,referral,14.56,174.72
6104,21.6,2,8,2,3,1,1,2.03,1,2,app_store,13.75,165.0
6110,40.3,0,0,5,7,0,2,2.7,1,2,paid_search,22.57,270.84
6112,11.1,4,6,1,8,0,1,2.56,1,0,paid_search,12.75,153.0
6114,20.4,5,16,3,6,0,1,1.48,1,1,app_store,13.03,156.36
6116,13.9,6,20,3,1,0,1,2.02,0,1,paid_search,14.87,178.44
6121,7.1,3,5,4,2,2,1,0.3,0,0,paid_search,14.03,168.36
6131,25.0,7,24,5,3,1,0,0.52,0,0,organic,9.56,114.72
6138,31.3,1,2,2,6,1,1,0.38,1,1,organic,14.11,169.32
6139,40.4,3,18,5,5,2,0,1.06,1,1,organic,9.19,110.28
6153,30.1,1,9,4,5,0,1,1.72,0,1,paid_search,13.22,158.64
6157,1.9,3,10,1,5,0,1,2.37,1,0,app_store,11.82,141.84
6164,21.3,1,0,1,1,0,1,2.88,0,0,organic,11.99,143.88
6166,7.1,4,5,2,3,0,0,1.85,1,0,organic,7.94,95.28
6172,10.9,4,8,4,4,0,2,0.11,1,2,organic,19.84,238.08
6173,14.1,1,12,1,7,1,0,3.98,1,0,organic,7.64,91.68
6175,9.9,3,5,3,1,1,0,3.37,1,1,referral,8.65,103.8
6178,0.9,5,17,3,1,1,0,0.62,0,0,organic,8.67,104.04
6187,34.1,3,4,4,7,0,0,2.04,1,0,organic,8.27,99.24
6189,36.6,4,18,3,5,0,0,2.8,0,0,paid_search,8.52,102.24
6191,38.7,6,16,5,3,0,1,0.38,0,0,organic,15.17,182.04
6198,5.9,3,5,3,5,0,0,4.29,1,1,organic,7.98,95.76
6199,11.1,3,8,5,3,0,1,0.86,1,0,organic,15.81,189.72
6204,11.0,6,24,2,7,0,1,7.49,1,0,paid_search,14.65,175.8
6206,9.1,1,2,5,7,0,0,2.95,0,1,organic,9.36,112.32
6214,1.2,3,5,3,5,1,1,0.16,0,0,paid_search,14.98,179.76
6224,14.0,4,11,6,4,1,0,2.37,1,1,organic,8.73,104.76
6235,14.4,7,22,3,6,1,0,2.9,1,1,organic,8.57,102.84
6239,5.1,5,13,6,1,1,0,0.48,1,0,organic,9.88,118.56
6241,8.8,2,0,3,7,1,2,0.94,0,0,paid_search,21.88,262.56
6247,14.3,2,5,6,8,0,0,1.15,1,1,paid_search,8.61,103.32
6248,12.0,5,21,1,8,0,0,1.9,1,0,organic,7.69,92.28
6250,7.5,4,16,6,5,0,2,1.69,1,0,organic,20.74,248.88
6251,4.7,1,2,5,3,0,2,2.56,1,1,organic,20.25,243.0
6253,2.9,4,9,5,4,0,0,1.33,1,0,referral,8.42,101.04
6260,24.8,4,4,4,2,0,1,0.87,0,0,paid_search,14.16,169.92
6262,5.8,6,19,6,1,0,1,1.03,1,0,app_store,13.94,167.28
6271,17.2,1,5,3,1,0,0,5.15,1,0,paid_search,8.16,97.92
6274,42.7,4,7,6,2,1,1,0.83,1,0,organic,14.52,174.24
6278,28.1,2,7,3,1,0,1,2.16,1,1,referral,14.03,168.36
6279,2.4,6,12,1,5,0,1,4.67,0,0,organic,12.97,155.64
6284,16.2,4,15,3,8,0,0,2.63,1,0,paid_search,7.93,95.16
6290,15.4,6,13,5,1,0,0,3.77,0,0,organic,8.32,99.84
6297,29.3,2,9,3,4,1,0,2.95,1,0,organic,7.78,93.36
6298,26.9,4,13,4,7,0,1,0.43,1,1,app_store,15.08,180.96
6303,15.1,2,6,2,3,0,0,1.29,1,0,organic,8.89,106.68
6309,10.8,6,32,5,8,1,0,0.01,1,1,organic,9.19,110.28
6311,27.5,5,24,3,3,2,0,1.79,1,1,organic,8.54,102.48
6313,4.5,6,29,3,4,1,1,2.49,0,0,organic,13.59,163.08
6315,23.5,7,21,2,1,0,1,0.93,1,1,referral,13.48,161.76
6320,14.1,0,0,5,2,0,0,2.55,0,0,paid_search,9.42,113.04
6322,18.9,3,9,2,7,1,0,2.78,0,0,organic,8.64,103.68
6323,3.7,2,21,1,6,0,0,3.61,0,1,referral,7.94,95.28
6330,23.3,4,12,6,4,0,1,1.11,1,0,paid_search,15.61,187.32
6332,11.2,3,11,4,4,0,1,2.6,1,0,organic,15.24,182.88
6344,15.4,1,7,5,2,0,0,2.55,1,0,organic,8.67,104.04
6345,6.3,6,14,4,7,0,0,1.66,0,0,paid_search,8.29,99.48
6359,13.3,1,0,4,2,3,1,1.41,1,1,organic,15.54,186.48
6364,33.3,3,11,1,5,0,1,1.11,0,2,app_store,11.94,143.28
6365,10.1,5,11,4,6,0,1,1.3,1,0,paid_search,14.79,177.48
6381,17.1,2,1,3,3,1,0,1.58,1,1,organic,9.3,111.6
6384,22.9,6,18,5,5,1,0,5.72,1,1,organic,9.56,114.72
6390,45.2,2,11,1,6,0,0,3.29,1,0,referral,8.09,97.08
6392,11.1,1,13,4,2,0,1,3.06,1,1,paid_search,13.75,165.0
6393,3.8,4,17,6,6,1,0,0.54,1,1,organic,8.86,106.32
6394,4.4,4,13,5,1,2,2,1.32,0,1,organic,24.05,288.6
6400,11.0,5,22,2,5,0,0,1.7,1,0,organic,8.45,101.4
6402,24.6,3,4,1,4,0,0,2.45,1,0,organic,8.04,96.48
6404,27.3,3,6,5,2,0,2,0.54,1,0,organic,20.92,251.04
6407,42.5,6,19,4,6,0,0,1.44,1,0,paid_search,8.04,96.48
6410,12.6,1,3,1,8,1,1,1.71,0,0,organic,11.94,143.28
6415,3.0,5,19,2,6,0,0,1.54,1,2,organic,7.79,93.48
6417,18.5,5,22,5,1,0,0,5.06,1,1,referral,9.55,114.6
6421,18.9,2,5,1,2,0,0,6.14,1,0,paid_search,7.4,88.8
6424,2.0,7,16,6,2,0,0,3.35,1,1,organic,9.23,110.76
6432,13.1,2,4,4,5,0,1,6.79,1,0,organic,14.65,175.8
6465,5.0,5,10,4,8,1,2,1.83,1,0,app_store,20.35,244.2
6466,3.3,3,14,1,7,0,0,3.69,1,0,app_store,7.27,87.24
6482,9.2,3,10,1,8,0,1,2.21,1,0,app_store,13.08,156.96
6484,16.9,6,20,4,6,0,1,2.66,0,0,organic,14.01,168.12
6485,3.4,7,18,1,5,0,2,0.47,1,0,organic,21.22,254.64
6489,85.8,2,15,2,8,0,1,0.91,0,0,app_store,14.17,170.04
6497,4.3,1,13,2,3,0,2,1.91,1,2,referral,20.58,246.96
6499,25.5,0,5,3,8,0,1,1.24,1,1,organic,12.77,153.24
6504,9.0,1,3,2,4,0,1,2.96,1,0,paid_search,13.94,167.28
6510,4.8,1,3,2,3,1,1,2.16,1,0,app_store,13.87,166.44
6512,1.9,6,10,6,2,1,1,0.26,0,1,organic,15.42,185.04
6516,25.9,2,6,4,2,0,0,1.52,0,2,app_store,9.53,114.36
6526,25.7,6,24,2,7,2,0,1.09,0,1,organic,7.56,90.72
6527,10.5,3,13,4,6,0,0,0.56,1,1,paid_search,9.0,108.0
6530,3.8,3,11,4,5,0,0,1.13,0,0,organic,8.8,105.6
6543,19.4,6,21,6,1,1,1,0.36,1,1,paid_search,14.88,178.56
6547,42.6,0,1,1,3,0,1,3.45,1,1,organic,12.16,145.92
6550,8.9,4,18,5,2,0,1,1.69,1,0,organic,14.69,176.28
6556,25.2,4,8,6,1,0,1,1.8,1,1,organic,16.39,196.68
6565,16.1,1,0,4,1,0,2,0.1,1,0,referral,22.32,267.84
6570,10.5,1,3,5,5,0,1,2.64,1,1,paid_search,14.99,179.88
6572,5.7,4,5,3,2,0,0,4.78,1,1,organic,8.35,100.2
6577,16.4,5,20,3,2,0,0,0.87,1,0,app_store,8.27,99.24
6581,14.2,3,1,3,6,0,1,2.46,1,0,organic,14.77,177.24
6592,22.1,3,9,6,4,1,1,0.91,1,0,organic,14.41,172.92
6596,21.2,3,14,6,5,2,0,0.76,1,2,organic,9.26,111.12
6598,11.2,1,3,1,8,0,0,2.28,0,1,app_store,7.94,95.28
6601,20.8,3,7,2,4,0,0,0.64,1,0,organic,8.55,102.6
6606,23.2,5,22,1,1,1,1,6.95,0,1,organic,13.48,161.76
6610,26.5,3,4,4,7,0,0,3.66,0,0,organic,9.47,113.64
6613,8.0,5,18,3,2,1,1,4.66,1,0,referral,14.95,179.4
6621,7.6,1,2,2,6,0,2,1.19,1,0,organic,21.56,258.72
6624,17.6,3,6,3,3,0,0,1.77,1,1,organic,7.98,95.76
6630,12.6,4,15,3,5,0,0,3.79,0,1,paid_search,8.76,105.12
6631,12.5,4,11,2,1,0,1,3.08,1,0,paid_search,14.08,168.96
6632,7.8,7,18,1,6,1,0,1.86,1,1,organic,7.2,86.4
6633,1.9,2,7,4,7,0,0,6.58,0,0,organic,9.55,114.6
6636,4.1,6,11,5,7,0,0,5.32,1,4,referral,8.21,98.52
6638,8.3,1,6,5,8,0,0,1.37,1,1,paid_search,9.38,112.56
6639,25.9,6,26,3,5,0,0,2.31,0,0,paid_search,9.28,111.36
6649,58.8,6,23,5,2,0,0,4.35,1,0,organic,9.73,116.76
6650,52.3,3,8,1,6,1,0,5.42,0,0,app_store,8.33,99.96
6658,7.1,5,20,6,6,0,0,0.45,0,1,paid_search,8.34,100.08
6661,42.8,3,4,3,1,2,2,1.81,1,0,app_store,19.53,234.36
6663,36.4,7,28,5,3,2,0,0.35,1,1,organic,8.29,99.48
6666,21.7,5,9,1,7,0,0,0.8,1,0,paid_search,7.44,89.28
6668,15.5,2,14,6,8,0,1,1.17,0,0,paid_search,14.25,171.0
6678,6.9,4,6,6,2,0,0,1.46,0,0,organic,9.02,108.24
6687,7.4,7,35,6,5,1,0,3.11,1,0,app_store,9.8,117.6
6701,5.1,1,3,5,8,0,0,0.05,1,1,organic,9.51,114.12
6702,16.6,3,12,1,5,0,0,1.13,0,2,organic,8.21,98.52
6709,9.8,3,13,5,3,0,1,0.26,1,0,paid_search,15.99,191.88
6717,7.0,1,3,5,2,0,0,0.98,1,0,organic,8.62,103.44
6720,16.2,6,13,2,1,1,1,3.82,1,0,organic,14.05,168.6
6728,17.2,1,4,3,1,0,1,0.71,1,2,organic,13.1,157.2
6731,15.8,1,0,4,6,1,1,2.89,0,1,organic,13.25,159.0
6734,37.8,2,1,1,5,0,1,3.7,0,0,referral,13.18,158.16
6745,28.5,0,0,1,2,0,0,1.61,1,1,paid_search,8.05,96.6
6746,4.8,0,0,3,1,0,0,0.37,0,0,organic,8.61,103.32
6752,23.2,4,12,3,4,0,0,0.89,1,1,organic,8.03,96.36
6754,39.5,4,0,5,5,0,2,6.58,1,1,paid_search,21.22,254.64
6763,18.1,6,17,4,2,0,0,5.14,1,1,referral,9.47,113.64
6772,26.0,5,11,3,6,0,0,3.43,1,1,referral,7.76,93.12
6788,24.0,6,16,2,7,1,0,0.43,0,2,referral,8.39,100.68
6789,15.1,2,6,2,4,1,0,0.29,0,1,organic,8.81,105.72
6791,9.1,2,1,4,7,1,0,2.87,1,0,organic,8.33,99.96
6802,14.9,5,23,3,4,1,0,2.35,0,1,referral,8.08,96.96
6803,14.7,4,16,2,3,0,0,1.2,0,3,app_store,8.32,99.84
6813,31.1,4,18,1,1,0,0,0.19,1,0,organic,8.55,102.6
6816,8.6,0,4,6,4,1,0,0.57,1,0,referral,9.95,119.4
6817,16.8,3,18,5,2,0,1,2.44,1,0,organic,15.45,185.4
6820,11.3,2,11,3,6,1,0,3.75,1,2,paid_search,9.03,108.36
6821,12.5,7,22,2,4,0,0,0.6,1,1,referral,7.85,94.2
6823,12.1,2,0,3,7,1,0,1.12,0,2,referral,8.81,105.72
6826,17.5,3,8,1,5,0,0,0.39,1,0,referral,7.33,87.96
6829,25.3,5,15,2,5,0,0,3.19,1,1,organic,7.47,89.64
6830,30.5,4,12,6,2,0,0,1.38,0,2,organic,8.93,107.16
6831,9.1,3,3,4,3,1,0,4.53,1,0,app_store,8.16,97.92
6832,26.0,3,18,5,6,0,0,1.71,0,2,paid_search,8.44,101.28
6834,23.0,6,16,6,6,0,0,1.31,0,1,organic,8.44,101.28
6838,53.6,5,23,4,4,0,2,1.08,0,1,organic,21.34,256.08
6839,16.4,5,19,4,1,1,1,1.88,0,0,app_store,13.2,158.4
6844,17.4,2,0,2,2,1,0,2.56,1,1,app_store,8.79,105.48
6848,23.7,1,1,6,1,5,2,0.59,1,0,referral,24.86,298.32
6849,18.7,2,6,6,2,0,1,0.43,1,0,organic,15.04,180.48
6850,33.4,1,9,5,4,0,1,1.23,0,1,organic,14.56,174.72
6860,16.6,3,9,6,3,1,1,6.52,0,1,organic,14.18,170.16
6861,4.8,2,9,4,1,1,0,4.34,1,1,organic,7.86,94.32
6867,13.4,5,23,1,2,0,1,1.81,1,1,paid_search,12.12,145.44
6875,23.6,3,11,2,6,0,0,0.53,0,0,referral,8.49,101.88
6885,10.1,3,15,1,8,0,0,3.35,0,0,referral,8.37,100.44
6892,26.3,1,6,5,1,1,2,1.8,1,1,organic,22.28,267.36
6895,5.8,1,0,2,5,2,0,0.28,1,0,app_store,8.43,101.16
6903,19.8,4,10,6,5,1,1,2.73,0,0,referral,15.45,185.4
6917,2.8,6,29,1,1,0,2,1.36,1,0,app_store,18.21,218.52
6931,35.4,5,11,1,1,2,0,1.6,1,0,paid_search,8.01,96.12
6934,10.7,3,0,5,3,0,0,2.71,0,1,organic,9.78,117.36
6938,17.3,0,0,1,8,0,1,4.78,1,0,referral,11.74,140.88
6940,23.3,4,3,5,1,0,0,2.48,0,0,referral,9.27,111.24
6946,50.7,1,7,4,2,0,0,2.57,0,0,referral,8.37,100.44
6947,43.3,1,1,4,4,0,0,1.09,0,0,organic,7.99,95.88
6948,36.4,4,11,1,1,0,1,3.2,0,2,referral,14.16,169.92
6951,15.8,4,9,3,8,0,2,0.59,1,0,app_store,20.01,240.12
6955,4.9,7,23,2,8,2,0,1.31,1,0,paid_search,8.36,100.32
6961,83.5,5,20,3,3,0,1,1.41,1,0,paid_search,12.73,152.76
6973,29.9,1,1,6,8,0,1,2.5,1,0,organic,13.74,164.88
6976,17.2,6,26,4,6,1,0,0.64,1,0,paid_search,8.44,101.28
6982,22.2,6,15,1,4,0,0,2.1,1,1,paid_search,8.04,96.48
6984,44.8,5,23,4,3,0,1,1.13,1,0,organic,14.88,178.56
6987,40.9,0,0,4,8,0,2,4.98,1,0,referral,22.34,268.08
7006,6.4,2,5,1,2,0,2,4.1,0,0,app_store,21.4,256.8
7016,5.2,3,10,3,2,0,0,0.45,1,0,referral,9.03,108.36
7019,1.8,5,21,5,5,1,1,1.22,1,0,organic,14.38,172.56
7021,12.9,2,6,4,5,1,1,1.24,0,0,app_store,13.86,166.32
7022,22.6,7,29,4,2,1,2,2.91,1,0,referral,23.96,287.52
7035,13.5,7,18,2,8,0,0,0.35,1,2,referral,8.07,96.84
7038,12.2,3,6,4,1,0,2,5.0,1,1,referral,23.9,286.8
7040,27.3,0,0,2,5,3,0,0.2,1,0,app_store,8.39,100.68
7046,70.8,5,11,5,4,0,1,1.19,1,2,referral,13.98,167.76
7053,11.7,2,0,2,7,1,1,0.71,1,0,organic,12.35,148.2
7057,18.3,5,8,6,8,1,2,0.09,1,0,paid_search,22.09,265.08
7075,1.5,6,21,3,1,0,0,0.43,1,0,organic,7.93,95.16
7080,11.8,3,7,4,5,0,0,1.01,0,0,organic,8.53,102.36
7091,9.7,5,8,3,3,0,0,0.92,1,1,referral,8.3,99.6
7093,23.8,3,6,5,1,0,0,0.69,0,1,paid_search,8.77,105.24
7095,13.5,4,15,1,3,0,0,5.1,0,1,organic,7.92,95.04
7097,12.5,4,11,4,5,0,1,0.39,0,0,organic,14.08,168.96
7100,15.8,5,13,4,7,0,1,1.27,1,1,referral,14.85,178.2
7103,12.5,7,28,5,2,3,0,0.14,0,0,organic,9.82,117.84
7111,1.3,7,23,4,8,0,2,1.87,1,2,referral,22.61,271.32
7121,30.5,3,2,6,1,0,0,1.49,1,0,organic,8.97,107.64
7131,14.5,1,7,6,8,0,0,2.26,0,0,organic,8.87,106.44
7133,12.7,3,14,5,5,0,0,0.35,1,1,organic,8.35,100.2
7141,19.6,4,10,2,2,0,0,0.79,1,1,paid_search,8.73,104.76
7144,6.1,2,8,6,4,0,1,2.11,0,1,organic,13.63,163.56
7154,5.3,5,24,1,4,1,0,2.3,0,0,paid_search,8.0,96.0
7155,17.2,5,25,5,1,0,0,1.0,0,0,paid_search,8.87,106.44
7160,31.0,0,6,6,5,0,0,3.44,1,0,referral,8.3,99.6
7169,3.3,1,0,6,3,2,0,0.8,1,1,app_store,10.01,120.12
7176,17.3,5,25,1,3,1,0,4.39,1,0,organic,8.69,104.28
7179,9.8,1,5,6,7,0,1,1.48,0,0,organic,15.48,185.76
7180,12.3,0,11,6,7,0,1,7.3,1,2,app_store,14.91,178.92
7183,34.5,5,9,1,8,0,0,1.15,1,0,organic,8.6,103.2
7185,60.7,3,11,4,4,0,2,2.03,1,2,app_store,22.91,274.92
7187,5.0,3,15,4,6,1,1,0.37,0,0,organic,14.2,170.4
7190,13.6,6,26,1,5,1,0,1.7,1,0,referral,8.75,105.0
7192,24.4,5,7,1,1,1,0,1.47,1,1,app_store,7.8,93.6
7193,29.3,6,19,5,3,0,0,1.9,1,1,referral,9.5,114.0
7195,15.0,4,10,3,1,0,1,3.19,1,1,organic,12.67,152.04
7196,37.1,4,14,1,7,0,2,0.26,1,2,organic,19.36,232.32
7220,3.8,0,0,4,2,0,0,1.28,1,1,organic,8.56,102.72
7231,28.5,5,13,5,8,0,1,3.38,1,0,referral,13.58,162.96
7232,27.5,3,10,5,8,1,0,0.89,1,2,referral,9.82,117.84
7236,17.2,2,20,1,4,0,0,2.78,0,0,organic,8.52,102.24
7247,23.7,3,12,4,5,0,1,1.85,1,2,paid_search,14.15,169.8
7253,4.6,0,2,2,4,0,1,0.19,1,0,paid_search,14.71,176.52
7256,18.1,0,6,6,6,1,0,1.26,1,0,organic,9.43,113.16
7258,18.8,2,5,2,2,3,0,1.46,0,2,referral,7.84,94.08
7263,35.6,7,19,5,3,1,1,2.11,0,0,referral,13.34,160.08
7271,27.3,2,4,2,1,0,0,1.89,1,3,referral,7.7,92.4
7275,3.7,6,17,1,6,0,2,3.79,0,0,organic,20.16,241.92
7277,3.9,0,0,3,2,0,0,0.33,0,1,app_store,9.3,111.6
7283,17.7,1,1,3,2,0,1,4.69,0,0,referral,14.87,178.44
7286,28.6,3,5,6,8,0,0,1.27,1,3,organic,8.75,105.0
7295,31.4,0,0,1,2,0,0,2.07,0,1,referral,7.43,89.16
7296,51.9,0,2,6,4,0,1,1.21,0,1,paid_search,14.24,170.88
7304,59.8,6,22,5,4,0,0,4.14,1,0,organic,8.76,105.12
7307,11.8,0,0,3,5,0,0,0.38,1,1,paid_search,9.07,108.84
7309,0.0,4,11,5,3,1,1,0.34,1,1,organic,15.66,187.92
7321,8.6,3,8,3,5,0,2,0.92,1,0,referral,22.64,271.68
7325,14.1,7,26,3,2,1,0,2.97,1,0,organic,9.03,108.36
7329,10.9,4,19,3,4,1,1,1.31,1,0,paid_search,14.64,175.68
7334,30.0,3,1,6,2,1,1,0.11,1,1,organic,16.11,193.32
7335,31.2,7,21,5,2,0,0,2.31,1,1,organic,8.33,99.96
